"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","REG_SHO","Rule_3210","Country of Domicile","Company Name" 
"MGLT","OTC Link","12/11/2013","OTCQB","N","Common Stock","","MAGNOLIA SOLAR CORP","N","N","USA","Magnolia Solar Corp"
"MGMA","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","METRO GLOBAL MEDIA INC","N","N","USA","Metro Global Media, Inc."
"MGMB","Grey Market","12/11/2013","Grey Market","N","Common Stock","","MGM HOLDINGS INC CLASS A","N","N","","MGM Holdings, Inc."
"MGMCF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","MGM ENERGY CORP","N","N","Canada","MGM Energy Corp."
"MGMOL","Grey Market","12/11/2013","Grey Market","N","Global Depository Receipts","","MAGMA OPEN JT STK S/GDR","N","N","","Magma Open Joint Stock Company"
"MGMXF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","ALTERRA POWER CORP","N","N","Canada","Alterra Power Corp."
"MGNEF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MAGNUM ENERGY INC A","N","N","","Magnum Energy Inc."
"MGNLF","OTC Link","12/11/2013","OTC Pink No Information","Y","Ordinary Shares","","MGN TECHNOLOGIES INC","N","N","Canada","MGN Technologies, Inc."
"MGNU","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MAGNUS INTL RES INC","N","N","Canada","Magnus International Resources, Inc."
"MGOMF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MARENGO MINING LTD ORD","N","N","Australia","Marengo Mining Canada Ltd"
"MGON","OTC Link","12/11/2013","OTC Pink Current","N","Common Stock","","MEGOLA INC","N","N","Canada","Megola, Inc."
"MGPHF","OTC Link","12/11/2013","OTCQX International","N","Ordinary Shares","","MASON GRAPHITE INC","N","N","Canada","Mason Graphite Inc."
"MGPTF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MAGNOLIA PETROLEUM ORD","N","N","","Magnolia Petroleum PLC"
"MGQG","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","DEAF-TALK INC","N","N","USA","Deaf-Talk,Inc."
"MGRRF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MURGOR RESOURCES INC","N","N","Canada","Murgor Resources Inc."
"MGRUF","Grey Market","12/11/2013","Grey Market","N","Fund","","MORGUARD RE INVST TR UT","N","N","Canada","Morguard Real Estate Investment Trust"
"MGRW","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MARINE GROWTH VNTRS INC","N","N","USA","Marine Growth Ventures, Inc."
"MGRZF","OTC Link","12/11/2013","OTCQX International","N","Ordinary Shares","","MAGNA RES LTD ORD","N","N","Canada","Magna Resources Ltd"
"MGSBF","Grey Market","12/11/2013","Grey Market","N","Other Security Type","B","METROGAS S.A  B-1 VTG","N","N","Argentina","MetroGas S.A."
"MGSGF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","MUSGROVE MINERALS CORP","N","N","Canada","Musgrove Minerals Corp."
"MGSR","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MAGSTAR TECHS INC","N","N","USA","MagStar Technologies, Inc."
"MGSTF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MORNING STAR GOLD NL ORD","N","N","","Morning Star Gold NL"
"MGTC","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MEGATECH CORP","N","N","USA","Megatech Corp."
"MGUY","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MOGUL ENERGY INTL INC","N","N","USA","Mogul Energy International, Inc."
"MGXMF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MICROGENIX MFG INC","N","N","USA","Micro Genix Manufacturing Inc."
"MGYFF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","TERRENO RES CORP","N","N","Canada","Terreno Resources Corp"
"MGYNF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MINGYUAN MEDICARE DEV CO","N","N","China","Mingyuan Medicare Development Co., Ltd."
"MGYNY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","MINGYUAN MEDICR  UNSP/ADR","N","N","China","Mingyuan Medicare Development Co., Ltd."
"MGYOY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","MOL MAGYAR RT S/ADR","N","N","Hungary","MOL Magyar Olaj-Es Gazipari RT"
"MGYXY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","MOL MAGYAR SP/ADR 144A","N","N","Hungary","MOL Magyar Olaj-Es Gazipari RT"
"MHBC","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MICHIGAN HERITAGE BANCORP","N","N","USA","Michigan Heritage Bancorp, Inc."
"MHCC","OTC Link","12/11/2013","OTC Pink Current","N","Common Stock","","MILLENNIUM HEALTHCARE INC","N","N","USA","Millennium Healthcare, Inc."
"MHCO","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MOORE-HANDLEY INC","N","N","USA","Moore-Handley, Inc."
"MHCRF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MOTHERCARE PLC ORD","N","N","","Mothercare Plc"
"MHFM","OTC Link","12/11/2013","OTC Pink Current","N","Common Stock","","MOTION PICTURE HALL FAME","N","N","USA","Motion Picture Hall of Fame, Inc. (The)"
"MHGI","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","MIDNIGHT HLDGS GROUP INC","N","N","USA","Midnight Holdings Group, Inc."
"MHGPF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MAHDIA GOLD CORP ORD","N","N","Canada","Mahdia Gold Corp"
"MHGU","OTC Link","12/11/2013","OTCQX U.S. Premier","N","Common Stock","","MERITAGE HOSPTLTY GRP INC","N","N","USA","Meritage Hospitality Group, Inc."
"MHGUP","OTC Link","12/11/2013","OTCQX U.S. Premier","N","Preferred Stock","B","MERITAGE HOSPTLTY PFD B","N","N","USA","Meritage Hospitality Group, Inc."
"MHIFF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","MINERAL HILL INDUS LTD","N","N","Canada","Mineral Hill Industries Ltd."
"MHLG","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MSO HOLDINGS INC","N","N","USA","MSO Holdings, Inc."
"MHLI","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","MARSHALL HLDGS INTL INC","N","N","USA","Marshall Holdings International, Inc."
"MHME","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","MOST HOME CORP","N","N","Canada","Most Home Corp."
"MHMI","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MHM SERVICES INC","N","N","USA","MHM Services, Inc."
"MHOLY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","MYER HOLDINGS UNSP/ADR","N","N","","Myer Holdings Ltd."
"MHPSL","Grey Market","12/11/2013","Grey Market","N","Global Depository Receipts","","MHP SA GDR 144A","N","N","","MHP S.A."
"MHPSY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","MHP SA GDR REG S","N","N","","MHP S.A."
"MHREF","OTC Link","12/11/2013","OTCQX International","N","Ordinary Shares","","MATAMEC EXPLS INC","N","N","Canada","Matamec Explorations Inc."
"MHSDF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MEGACABLE HLDGS SAB ORD","N","N","","Megacable Holdings SAB DE CV"
"MHTLY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","METCASH LTD S/ADR","N","N","Australia","Metcash Ltd."
"MHTX","OTC Link","12/11/2013","OTCQB","N","Common Stock","","MANHATTAN SCIENTIFICS INC","N","N","USA","Manhattan Scientifics, Inc."
"MHTZF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MANHATTAN CORP ORD","N","N","","Manhattan Corp"
"MHVYF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","MITSUBISHI HEAVY IND LTD","N","N","Japan","Mitsubishi Heavy Industries Ltd."
"MHYR","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MANTHEY REDMOND CORP","N","N","USA","Manthey Redmond Corp."
"MHYS","OTC Link","12/11/2013","OTCQB","N","Common Stock","","MASS HYSTERIA ENTMT CO","N","N","USA","Mass Hysteria Entertainment Company, Inc."
"MIBA","OTC Link","12/11/2013","OTCQB","N","Common Stock","","MIDSOUTH BANK (TN)","N","N","USA","Midsouth Bank (TN)"
"MICCF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MILLICOM INTL CELL SA D/R","N","N","Luxembourg","Millicom International Cellular S.A."
"MICCY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","MILLICOM INTL CELL SA ADR","N","N","Luxembourg","Millicom International Cellular S.A."
"MICFF","Grey Market","12/11/2013","Grey Market","N","Fund","","MINT INCOME FUND TR UTS","N","N","","Mint Income Fund"
"MICIF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MIDLAND IC&I LTD ORD","N","N","","Midland IC&I Ltd"
"MIDH","Grey Market","12/11/2013","Grey Market","N","Common Stock","","MIDDLE EAST OIL CORP","N","N","USA","Middle East Oil Corp."
"MIDIL","Grey Market","12/11/2013","Grey Market","N","Global Depository Receipts","","MOTECH INDUS CO S/GDR","N","N","","Motech Industries Co., Ltd."
"MIDLF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MIDLAND EXPL INC","N","N","Canada","Midland Expl Inc."
"MIDS","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","MIDASTRADE.COM INC","N","N","","MidasTrade.com, Inc."
"MIELF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MITSUBISHI ELEC CORP","N","N","Japan","Mitsubishi Electric Corp."
"MIELY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","MITSUBISHI ELEC UNSP/ADR","N","N","Japan","Mitsubishi Electric Corp."
"MIESF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MITSUI ENGR & SHPBLDG CO","N","N","Japan","Mitsui Engineering & Shipbuilding Co."
"MIESY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","MITSUI ENGR & SHPBLDG ADR","N","N","Japan","Mitsui Engineering & Shipbuilding Co."
"MIEXF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MIE HOLDINGS CORP ORD","N","N","","MIE Holdings Corporation"
"MIFC","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","MAGNOLIA LANE INCOME FUND","N","N","USA","Magnolia Lane Income Fund"
"MIFF","OTC Link","12/11/2013","OTCQB","N","Common Stock","","MIFFLINBURG BK & TR PA","N","N","USA","Mifflinburg Bank & Trust Co. (PA)"
"MIGA","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MIGAMI INC","N","N","","Migami, Inc."
"MIGDF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MIGDAL INSURANCE CO LTD","N","N","","Migdal Insurance Co., Ltd."
"MIGGF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MIGAO CORP","N","N","Canada","Migao Corp."
"MIHI","OTC Link","12/11/2013","OTCQB","N","Common Stock","","MEDINA INTL HOLDINGS INC","N","N","USA","Medina International Holdings, Inc."
"MIHL","OTC Link","12/11/2013","OTC Pink Current","N","Common Stock","","MONTAGUE INTL HLDGS LTD","N","N","USA","MONTAGUE INTERNATIONAL HOLDING LTD."
"MIICF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","MILLICOM INTL CELL REG SH","N","N","Luxembourg","Millicom International Cellular S.A."
"MIIM","Grey Market","12/11/2013","Grey Market","N","Common Stock","","MICROMINT INC","N","N","","Micromint, Inc."
"MIIX","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","MIIX GROUP INC","N","N","","MIIX Group, Inc. (The)"
"MIKP","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","MIKE THE PIKE PRODS INC","N","N","USA","Mike The Pike Productions, Inc."
"MILV","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MISTRAL VENTURES INC","N","N","USA","Mistral Ventures, Inc."
"MIMTF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MITSUBISHI MATERIALS ORD","N","N","Japan","Mitsubishi Materials Corp."
"MIMV","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","MIMVI INC","N","N","USA","MIMVI, Inc."
"MIMXF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MILLSTREAM MINING LTD","N","N","Canada","Millstream Mines Ltd."
"MIMZF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","NIGHTHAWK GOLD CORP","N","N","Canada","Nighthawk Gold Corp."
"MINA","OTC Link","12/11/2013","OTCQB","N","Common Stock","","FAL EXPLORATION CORP","N","N","USA","FAL Exploration Corp."
"MINE","OTC Link","12/11/2013","OTCQB","N","Common Stock","","MINERCO RES INC","N","N","USA","Minerco Resources, Inc."
"MINXF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MERCANTILE INVST TR PLC","N","N","","Mercantile Investment Trust PLC"
"MINY","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","MINISCRIBE CORP","N","N","","Miniscribe Corp."
"MIOI","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MINING OIL INC","N","N","USA","Mining Oil, Inc."
"MIRI","Grey Market","12/11/2013","Grey Market","N","Common Stock","","MIRACLE INSTRUMENT CO","N","N","","Miracle Instrument Co."
"MIRXF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MIRA RESOURCES CORP","N","N","Canada","Mira Resources Corp."
"MISM","OTC Link","12/11/2013","OTC Pink Current","N","Common Stock","","MISSION MINING CO","N","N","USA","Mission Mining Co"
"MISN","OTC Link","12/11/2013","OTCQB","N","Common Stock","","MISSION COMMUTY BANCORP","N","N","USA","Mission Community Bancorp"
"MISVF","OTC Link","12/11/2013","OTCQX International","N","Ordinary Shares","","MINCO SILVER CORP","N","N","Canada","Minco Silver Corp."
"MITB","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MCINTOSH BANCSHARES INC","N","N","USA","McIntosh Bancshares Inc."
"MITCF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MITANI CORP ORD","N","N","","Mitani Corp"
"MITD","OTC Link","12/11/2013","OTCQB","N","Common Stock","","MIT HOLDING INC","N","N","USA","MIT Holding, Inc."
"MITEF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","MITSUBISHI ESTATE CO","N","N","Japan","Mitsubishi Estate Co. Ltd."
"MITEY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","MITSUBISHI EST UNSP/ADR","N","N","Japan","Mitsubishi Estate Co. Ltd."
"MITFF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MITIE GROUP PLC","N","N","United Kingdom","Mitie Group Plc."
"MITFY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","MITIE GROUP PLC UNSP/ADR","N","N","United Kingdom","Mitie Group Plc."
"MITJF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","MINT CORPORATION (THE)","N","N","Canada","Mint Corporation (The)"
"MITSF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MITSUI & CO LTD ORD","N","N","Japan","Mitsui & Co., Ltd."
"MITSY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","MITSUI & CO LTD ADR","N","N","Japan","Mitsui & Co., Ltd."
"MITUF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MITSUI CHEMICALS INC","N","N","Japan","Mitsui Chemicals Inc."
"MITUY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","MITSUI CHEMICALS UNSP/ADR","N","N","Japan","Mitsui Chemicals Inc."
"MIUFF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MITSUBISHI UFJ LEASE&FIN","N","N","Japan","Mitsubishi UFJ Lease & Finance Co., Ltd."
"MIUFY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","MITSUBISHI UFJ L&F UN/ADR","N","N","Japan","Mitsubishi UFJ Lease & Finance Co., Ltd."
"MIVI","Grey Market","12/11/2013","Grey Market","Y","Common Stock","","MIV THERAPEUTICS INC","N","N","Canada","MIV Therapeutics Inc."
"MIXX","OTC Link","12/11/2013","OTCQB","N","Common Stock","","MIX 1 LIFE INC","N","N","USA","MIX 1 LIFE, INC."
"MIZUF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MIZUNO CORP","N","N","Japan","Mizuno Corp."
"MJDLF","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","MAJOR DRILLING GRP INTL","N","N","Canada","Major Drilling Group International Inc."
"MJDS","OTC Link","12/11/2013","OTCQB","N","Common Stock","","MOJO DATA SOLUTIONS INC","N","N","USA","MOJO Data Solutions, Inc."
"MJGCF","OTC Link","12/11/2013","OTCQX International","N","Ordinary Shares","","MAJESTIC GOLD CORP","N","N","Canada","Majestic Gold Corp."
"MJMI","OTC Link/BB","12/11/2013","OTCQB","N","Common Stock","","MARILYNJEAN INTERACTIVE","N","N","Canada","MarilynJean Interactive Inc."
"MJMSY","Grey Market","12/11/2013","Grey Market","N","American Depository Receipts","","M.J. MAILLIS INDL S/ADR","N","N","Greece","M.J. Maillis SA- Industrial Packaging Systems & Technologies"
"MJNA","OTC Link","12/11/2013","OTC Pink Current","N","Common Stock","","MEDICAL MARIJUANA INC","N","N","USA","Medical Marijuana, Inc."
"MJOG","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MAJESTIC OIL & GAS INC","N","N","USA","Majestic Oil & Gas, Inc."
"MJWL","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MAJIC WHEELS CORP","N","N","USA","Majic Wheels Corp."
"MJXFD","OTC Link","12/11/2013","OTC Pink Current","N","Ordinary Shares","","MAJESCOR RES INC NEW","N","N","Canada","Majescor Resources Inc."
"MKAU","OTC Link","12/11/2013","OTC Pink No Information","N","Common Stock","","MK AUTOMOTIVE INC","N","N","USA","MK Automotive, Inc."
"MKBAF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MUKUBA RESOURCES LTD","N","N","Canada","Mukuba Resources Ltd."
"MKBY","OTC Link","12/11/2013","OTC Pink Limited","N","Common Stock","","MCKENZIE BAY INTL LTD","N","N","USA","McKenzie Bay International, Ltd."
"MKEAF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","O","MAUNA KEA TECHS NOM CATE","N","N","","Mauna Kea Technologies"
"MKEWF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MAKITA CORP ORD","N","N","Japan","Makita Corp."
"MKGAF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MERCK KGAA","N","N","Germany","Merck KGaA"
"MKGAY","OTC Link","12/11/2013","OTC Pink Current","N","American Depository Receipts","","MERCK KGAA  U/ADR","N","N","Germany","Merck KGaA"
"MKGLF","OTC Link","12/11/2013","OTC Pink No Information","N","Ordinary Shares","","MARK ONE GLOBAL INDS INC","N","N","USA","Mark One Global Industries, Inc."
"MKGP","Grey Market","12/11/2013","Grey Market","N","Common Stock","","MAVERICK ENERGY GRP LTD","N","N","USA","Maverick Energy Group, Ltd."
"MKHCF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MIKOH CORP LTD ORD","N","N","","Mikoh Corp., Ltd."
"MKHD","OTC Link","12/11/2013","OTCQB","N","Common Stock","","MOUNT KNOWLEDGE HLDGS INC","N","N","USA","Mount Knowledge Holdings,Inc."
"MKIFF","Grey Market","12/11/2013","Grey Market","N","Ordinary Shares","","MEDIPATTERN CORP ORD","N","N","Canada","Medipattern Corp. (The)"
"MKIN","Grey Market","12/11/2013","Grey Market","N","Common Stock","","MCNB BANKS INC","N","N","USA","MCNB Banks, Inc."
